Secretkeeper	Archetype of Aggression	21.89
Syphon Sliver	Confusion in the Ranks	46.88
Sphinx of the Chimes	Daru Sanctifier	72.97
Defiant Elf	Enlistment Officer	70.4
Jötun Grunt	Carven Caryatid	41.37
Tidings	Heliophial	13.56
Jilt	Plated Slagwurm	55.09
Vampiric Sliver	Dreadbore	89.03
Pygmy Razorback	Garruk, Primal Hunter	92.37
Gemstone Mine	Verdant Confluence	59.29
Guardian Seraph	Ignorant Bliss	42.72
Wanderlust	Sphinx of the Final Word	83.02
Blessed Wine	Spawnwrithe	91.73
Seachrome Coast	Vampiric Rites	66.94
Shell of the Last Kappa	Spire Serpent	78.95
Hurricane	Tallowisp	38.02
Savage Alliance	False Demise	42.7
Mindbender Spores	Descendant of Kiyomaro	56.3
Steel Leaf Paladin	Shimmer	61.8
Arcbound Ravager	Daring Apprentice	12.93
Mindlock Orb	Numot, the Devastator	62.15
Karona, False God	Psionic Sliver	28.49
Scuzzback Scrapper	Gruul Ragebeast	85.2
Pygmy Giant	Island	85.09
Psychic Miasma	Punctuate	41.81
Brawn	Lantern Scout	30.3
Wandering Tombshell	Shadowmage Infiltrator	88.2
Gurmag Angler	Oona, Queen of the Fae	44.19
Sigarda, Heron's Grace	Haunted Plate Mail	24.07
Eternal Dragon	Ancestor's Prophet	84.83
Maze Rusher	Swamp Mosquito	60.55
Frenzied Fugue	Malakir Bloodwitch	34.54
Zur's Weirding	Jasmine Boreal	72.52
Armament Corps	Dawnstrike Paladin	79.51
Weirding Shaman	Mox Sapphire	86.0
Drana, Liberator of Malakir	Pharika, God of Affliction	57.25
Predatory Rampage	Forced March	55.05
Ferropede	Safe Haven	55.26
Infernal Contract	Expedition Map	71.89
Pharika's Mender	Dance of the Dead	36.09
Healing Leaves	Impact Resonance	35.05
Magus of the Jar	Skirk Shaman	12.1
Assassinate	Sheoldred, Whispering One	12.22
Earthcraft	Perilous Vault	52.3
Torii Watchward	Mask of the Mimic	70.0
Catacomb Dragon	Ascending Aven	76.2
Fearsome Temper	Spell Rupture	29.94
Consume Strength	Summoning Trap	28.72
Lotus Guardian	Blood Funnel	29.96
Political Trickery	Broodhunter Wurm	74.43
Throne of the High City	Levitation	55.83
Phyrexian Swarmlord	Rebuff the Wicked	63.9
Cackling Counterpart	Llanowar Knight	81.93
Wily Bandar	Telim'Tor's Darts	60.74
Recurring Nightmare	Karlov of the Ghost Council	26.06
Vesuva	Rekindled Flame	86.69
Witness the End	Knights of Thorn	56.97
Wolfir Silverheart	Force of Will	9.81
Blood-Cursed Knight	Pulmonic Sliver	49.21
Assemble the Legion	Llanowar Elves	22.28
Dark Maze	Pathbreaker Wurm	31.32
Master of the Veil	Harnessed Lightning	21.3
Wu Elite Cavalry	Narcissism	75.63
Oasis	Wall of Razors	55.03
Savage Lands	Inner Fire	26.18
Quirion Dryad	Death Wind	29.98
Gratuitous Violence	Ruination	51.21
Imperiosaur	Azorius Herald	67.37
Squirrel Wrangler	Char-Rumbler	63.84
Seedling Charm	Blade Splicer	90.83
Troll-Horn Cameo	Righteous Fury	65.84
Break Open	Sorcerous Sight	33.73
Oppression	Angelic Page	22.6
Nantuko Elder	Martyr of Ashes	57.79
Ankle Shanker	Convolute	90.04
Myr Superion	Rite of Ruin	21.21
Stealer of Secrets	Reins of Power	53.78
Fury Charm	Flickering Spirit	66.95
Culling Dais	Vault Skirge	29.42
Unnatural Aggression	Pedantic Learning	59.83
Zhuge Jin, Wu Strategist	Karakas	91.38
Oracle en-Vec	Kor Sky Climber	55.05
Dega Disciple	Gurmag Angler	88.33
Synod Sanctum	Coalition Victory	84.78
Ridge Rannet	Norwood Archers	55.67
Phantasmal Image	Incremental Growth	83.87
Dragon Fodder	Savannah Lions	54.9
Monastery Mentor	Tempt with Reflections	90.47
Flameshadow Conjuring	Hobgoblin Dragoon	76.54
Ring of Ma'rûf	Jester's Mask	61.08
Hired Muscle	Torrent Elemental	85.03
Orim's Thunder	Unstable Obelisk	47.96
Evil Presents	Tymna the Weaver	67.41
Martyr of Sands	Demon's Herald	76.53
Crumble to Dust	Deathmask Nezumi	72.61
Collective Effort	Relic of Progenitus	18.37
Thassa's Emissary	Invigorating Boon	26.55
Cho-Arrim Bruiser	Lucent Liminid	59.95
Devastation	Fiery Confluence	71.6
Kragma Butcher	Gem of Becoming	78.81
Jeering Instigator	Kathari Bomber	46.46
Sunspring Expedition	Gleeful Sabotage	25.9
Bitterblossom	Prophetic Flamespeaker	13.22
Regress	Gilder Bairn	13.79
Order of Yawgmoth	Serra Inquisitors	12.2
Quirion Ranger	Leafcrown Dryad	79.48
Slate of Ancestry	Arc Lightning	40.32
Hunted Horror	Savage Ventmaw	51.73
Tragic Arrogance	Worm Harvest	45.62
Freed from the Real	Keeper of the Nine Gales	65.65
Convalescence	Kozilek, the Great Distortion	8.77
Burning-Eye Zubera	Grave Birthing	31.84
Spitting Spider	Cultural Exchange	83.38
Imperial Mask	Two-Headed Cerberus	20.72
Ruthless Cullblade	Gray Merchant of Asphodel	95.27
Springleaf Drum	Aven Envoy	91.88
Tribute to Hunger	Myojin of Night's Reach	59.88
Caller of the Claw	Hatchet Bully	13.73
Scrying Sheets	Staff of Domination	78.21
Vampire Warlord	Exsanguinate	16.6
Qarsi Sadist	Reito Lantern	39.2
Raging Kavu	Skygames	80.14
Forge Devil	Tranquil Grove	38.52
Hellkite Hatchling	Dragonlord's Prerogative	54.37
Dracoplasm	Necra Sanctuary	65.9
Intervene	Fire-Lit Thicket	80.0
Borborygmos Enraged	Paradigm Shift	71.56
Coretapper	Infinite Obliteration	51.94
Elvish Mystic	Coerced Confession	8.42
Adarkar Wastes	Patrol Hound	80.98
Tourach's Chant	Vulshok Heartstoker	48.42
Warden of Geometries	Daru Cavalier	39.44
Dominate	Wildest Dreams	48.05
Deranged Hermit	Maw of the Obzedat	12.49
Identity Crisis	Rite of the Raging Storm	50.17
Shining Shoal	Colossus of Akros	70.03
Thistledown Liege	Order of Succession	37.4
Show and Tell	Rise of the Dark Realms	77.51
Curious Homunculus	Pegasus Refuge	15.21
Leaf Gilder	Sphere of Truth	21.87
Plunge into Darkness	Dark Prophecy	60.21
Basal Sliver	Argothian Wurm	52.42
Lunarch Mantle	Braids, Cabal Minion	8.67
Akroma's Vengeance	Haru-Onna	78.1
Disruptive Student	Sandsteppe Mastodon	64.98
Mind Games	Lightning Axe	17.25
Vicious Kavu	Thunderblust	84.2
Zodiac Pig	Hunted Phantasm	34.4
Plague Sliver	Celestial Dawn	46.36
Chaos Charm	Strider Harness	60.15
Belbe's Percher	Latulla's Orders	63.0
Ogre Geargrabber	Mogg Fanatic	69.54
Soul's Fire	Serra's Liturgy	63.69
Filigree Angel	Ugin's Nexus	45.29
Avaricious Dragon	Hero of Goma Fada	17.54
Illusionary Mask	Bye	100
Cult of the Waxing Moon	Strength of Isolation	84.86
Spurnmage Advocate	Hypersonic Dragon	85.9
Erdwal Ripper	Render Silent	16.7
Dwarven Lieutenant	Spider Climb	51.12
Spawn of Rix Maadi	Refocus	63.0
Briber's Purse	Spreading Algae	55.66
Meteor Storm	Hapless Researcher	51.72
Personal Tutor	Ravaging Riftwurm	41.49
Mistmeadow Skulk	Deeptread Merrow	12.5
Rainbow Vale	Shisato, Whispering Hunter	45.6
Nin, the Pain Artist	Palace Jailer	40.08
Archangel of Tithes	Izzet Boilerworks	31.36
Phantom Beast	Swift Maneuver	41.02
Propeller Pioneer	Flamekin Harbinger	28.68
Agony Warp	Invasion Plans	34.69
Greenseeker	Reaper King	87.1
Oakheart Dryads	Mutilate	83.2
Necromancer's Covenant	Complicate	58.21
Elvish Branchbender	Arlinn Kord	85.53
Time Reversal	Nivix Cyclops	53.36
Shard Convergence	Terraformer	22.54
Argothian Enchantress	Recruiter of the Guard	41.89
Terravore	Artifact Blast	27.5
Combust	Righteous Blow	22.45
Monastery Swiftspear	Gleeful Sabotage	92.53
Rebirth	Jagged Poppet	33.2
Vow of Flight	Fleetfeather Cockatrice	72.73
Shatterstorm	Skyline Predator	11.81
Sigil of the Empty Throne	Auratog	81.43
Visara the Dreadful	Cateran Brute	95.44
Wasteland	Stitcher's Graft	8.9
Flying Carpet	Frostburn Weird	26.25
Soul of Ravnica	Mesmeric Fiend	58.63
Shipwreck Singer	Rakshasa Gravecaller	41.6
Talrand's Invocation	Prophet of Distortion	57.1
Knight of Sursi	Crown of Flames	29.28
Sylvan Library	Dandân	86.95
Voracious Cobra	Wake of Vultures	85.5
Sulfur Falls	Galvanic Key	25.1
Warleader's Helix	Violent Ultimatum	49.01
Sakura-Tribe Springcaller	Lava Zombie	54.58
Waiting in the Weeds	Whisperwood Elemental	75.75
Skyline Despot	Treacherous Pit-Dweller	63.71
Cabal Therapy	Ninja of the Deep Hours	63.89
Ondu Rising	Weaponcraft Enthusiast	37.07
Carnophage	Brutalizer Exarch	33.28
Battlewise Hoplite	Shapesharer	45.15
Cavern of Souls	Collapsing Borders	90.37
Volrath's Stronghold	Ascendant Evincar	35.16
Traverse the Ulvenwald	Skullclamp	20.11
Blood Crypt	Call to the Kindred	24.79
Icatian Crier	Reverence	33.91
Goblin Archaeologist	Baloth Pup	47.84
High Priest of Penance	Emerald Medallion	48.89
Matsu-Tribe Decoy	Krosan Groundshaker	48.08
Trace of Abundance	Kavu Primarch	57.96
Diplomacy of the Wastes	Grasslands	69.6
Soul Feast	Boris Devilboon	41.0
Koth of the Hammer	Shield Sphere	88.96
Selenia, Dark Angel	Bioplasm	40.9
Windwright Mage	Benthic Explorers	78.55
Crash of Rhinos	Drekavac	43.76
Watchdog	Morsel Theft	62.2
Stamina	Living Hive	9.23
Sunken Ruins	Mogg Fanatic	49.85
Rith's Charm	Giantbaiting	38.92
Curtains' Call	Sylvan Messenger	45.36
Indomitable Archangel	Maralen of the Mornsong	64.58
Incinerate	Moltensteel Dragon	58.21
Stonewood Invoker	Mortipede	44.79
Skeletonize	Blood Crypt	79.75
Dominating Licid	Hussar Patrol	63.74
Bloodied Ghost	Cinder Barrens	75.46
Brass Gnat	Scrapheap Scrounger	89.25
Chancellor of the Tangle	Aerie Worshippers	80.72
Familiar's Ruse	Thriving Ibex	77.94
Sarkhan the Mad	Wicker Witch	91.28
Toils of Night and Day	Overtaker	69.03
Expunge	Scent of Brine	73.87
Sickening Dreams	Shoulder to Shoulder	68.15
Havengul Runebinder	Curse of Misfortunes	44.11
Hush	Mountain	15.55
End Hostilities	Underworld Connections	31.66
Stench of Evil	Firemind's Foresight	18.18
Control Magic	Flurry of Wings	16.46
Stronghold Rats	Rain of Embers	25.76
Witches' Eye	Jace's Sanctum	15.98
Jeskai Elder	Savra, Queen of the Golgari	79.35
Crovax, Ascendant Hero	Mindwrack Liege	64.62
Darkslick Drake	Red Sun's Zenith	79.66
Nahiri's Machinations	Duskhunter Bat	63.52
Golgari Charm	Myr Adapter	8.63
Scaled Hulk	Blades of Velis Vel	74.12
Aspect of Hydra	Hunted Horror	64.04
Orcish Bloodpainter	Scarecrow	52.39
Torrent Elemental	Hex	29.75
Fertile Imagination	Heart Wolf	29.28
Silvergill Adept	Endless Wurm	69.9
Shu Yun, the Silent Tempest	Rorix Bladewing	60.28
Phyrexian Vatmother	Sludge Crawler	78.03
Quicksilver Gargantuan	Mind Stone	20.98
Tainted Wood	Blind Phantasm	55.2
Decoction Module	Arnjlot's Ascent	84.62
Question Elemental?	Zombie Brute	46.16
Falling Timber	Inspired Sprite	85.48
Sunpetal Grove	Tibalt, the Fiend-Blooded	43.52
Makeshift Mannequin	Krovikan Vampire	25.82
Keepsake Gorgon	Ghostly Sentinel	81.56
Increasing Ambition	Glyph of Doom	81.16
Life	Cunning Lethemancer	61.24
Invigorating Boon	Thassa's Emissary	26.55
Seahunter	Goblin Secret Agent	64.18
Ihsan's Shade	Murderous Spoils	58.43
Rakdos Augermage	Gut Shot	33.15
Vedalken Orrery	Temple of the False God	38.81
Horn of Plenty	Lore Seeker	37.82
Fury Sliver	Ronom Serpent	17.21
Rust Scarab	Darksteel Plate	18.31
Remembrance	Squee, Goblin Nabob	13.11
Shields of Velis Vel	Silkbind Faerie	71.01
Reach of Shadows	Gaea's Bounty	53.13
Chill	Shrieking Affliction	43.5
Initiates of the Ebon Hand	Jolrael's Favor	59.26
Sporemound	Darklit Gargoyle	23.67
Serra Advocate	Obelisk of Bant	59.19
Kjeldoran Elite Guard	Time Stretch	89.26
Jungle Wurm	Synod Sanctum	69.89
Worldslayer	Kor Haven	43.48
Mind Sludge	Border Guard	83.19
Staff of the Death Magus	Glimmerdust Nap	69.5
Goblin Furrier	Massacre Wurm	7.55
Rakdos Cluestone	Rootrunner	38.07
Orzhov Guildmage	Icy Manipulator	78.61
Meteorite	Shadowborn Apostle	70.65
Ratchet Bomb	Midnight Scavengers	78.98
Reverent Silence	Quicksilver Gargantuan	25.17
Whip of Erebos	Magmatic Insight	86.32
Cogwork Librarian	Ruin in Their Wake	61.67
Ethersworn Shieldmage	Imperial Edict	50.47
Minister of Inquiries	Ghoulcaller's Bell	76.07
Herald of the Pantheon	Architect of the Untamed	25.96
Juzám Djinn	Xathrid Necromancer	59.96
Blazing Blade Askari	Shattering Pulse	33.16
Rootwater Hunter	Slith Bloodletter	43.0
Madrush Cyclops	Manalith	30.99
Gustcloak Cavalier	Faith's Fetters	80.7
Fate Foretold	Shield of Kaldra	75.74
Lava Spike	Pacifism	39.18
Goblin Lookout	Chorus of the Conclave	61.44
Metallic Sliver	Nebelgast Herald	64.74
Flurry of Horns	Bojuka Bog	16.2
Demon of Dark Schemes	Lunge	86.23
Roterothopter	Bone to Ash	71.41
Geist of the Moors	Nightmare Void	48.31
Monastery Swiftspear	Wheel and Deal	84.08
Jade Statue	Spiritual Visit	55.15
Thelon's Curse	Stormfront Pegasus	43.1
Balduvian Dead	Arm with Aether	47.12
Sprouting Phytohydra	Angelic Benediction	67.13
Kithkin Rabble	Browbeat	26.9
Farrel's Zealot	Leeching Sliver	37.38
Kinsbaile Skirmisher	Emissary of the Sleepless	46.85
Skyclaw Thrash	Bloodghast	91.71
Twilight Mire	Spreading Flames	82.68
Gilt-Leaf Ambush	Warmonger	45.69
Strionic Resonator	Saprazzan Cove	12.32
Goblin Mountaineer	Emerald Charm	76.15
Grotesque Hybrid	Gather Specimens	85.84
Skithiryx, the Blight Dragon	Obsidian Fireheart	51.97
Mausoleum Wanderer	Serendib Efreet	51.9
Zombie Assassin	Topsy Turvy	40.9
Lich	Pongify	58.65
Ascendant Evincar	Nissa's Renewal	65.25
Forced Worship	Renowned Weaponsmith	40.34
Sundering Growth	Parallax Wave	66.93
Whiplash Trap	Academy Ruins	88.8
Searing Meditation	Terminate	90.48
Prismatic Geoscope	Saving Grasp	69.11
Folk of An-Havva	Worn Powerstone	12.17
Absolute Grace	Aurelia's Fury	11.59
Sunbringer's Touch	Flame Javelin	21.03
Stonehorn Dignitary	Extinguish	75.4
Cloudstone Curio	Primal Command	60.07
Snapping Gnarlid	Ambitious Aetherborn	59.61
Akki Rockspeaker	Terminal Moraine	63.0
Dimir Cutpurse	Coiling Oracle	81.53
Scythe of the Wretched	Leonin Sun Standard	70.38
Rise	Morbid Bloom	30.72
Returned Phalanx	Molder Beast	48.17
Valleymaker	Zedruu the Greathearted	15.34
Psychic Theft	Builder's Blessing	67.7
Hornet Cannon	Aetherling	11.41
Unnatural Endurance	Mana Reflection	13.08
Reflecting Pool	Loxodon Gatekeeper	28.32
Noggle Bandit	Kodama of the Center Tree	52.97
Thought Lash	Refurbish	40.17
Timetwister	Ragemonger	80.83
Shelter	Shrivel	32.69
Burning Anger	Beasts of Bogardan	21.67
Infernal Caretaker	Curse of Vengeance	69.31
Fabled Hero	Lin Sivvi, Defiant Hero	36.19
Dralnu, Lich Lord	Sarkhan the Mad	53.12
Flash Counter	Mishra's Factory	7.72
Spirit of the Hunt	Hunter Sliver	63.64
Key to the City	Martyrs' Tomb	82.88
Chandra's Phoenix	Vigean Graftmage	15.33
Trade Caravan	Wall of Stone	54.4
New Benalia	Drogskol Captain	85.63
Gorilla Titan	Springjack Shepherd	48.75
Holdout Settlement	Graypelt Hunter	51.28
Fiery Temper	Mox Jet	78.49
Midnight Haunting	Onslaught	31.23
Soul Charmer	Quagmire Lamprey	63.62
Dazzling Reflection	Abduction	74.21
Polis Crusher	Enter the Infinite	17.59
Wall of Diffusion	Auratouched Mage	21.0
Flesh-Eater Imp	Sarkhan's Rage	47.66
Gluetius Maximus	Tidehollow Strix	20.37
Rewards of Diversity	Lunge	34.53
Traitor's Roar	Vial Smasher the Fierce	86.09
Siege Behemoth	Spirebluff Canal	37.23
Noble Vestige	Aether Sting	58.7
Island	Creeping Renaissance	17.65
Zephyr Falcon	Chancellor of the Spires	15.4
Gutter Grime	Treasonous Ogre	34.85
Elemental Augury	Nighthaze	30.3
Exiled Doomsayer	Volcanic Spray	57.07
Volcanic Wind	Mystic Monastery	68.68
Thawing Glaciers	Lifeblood Hydra	42.78
Hobble	Goblin Ruinblaster	23.21
Glaring Aegis	Sek'Kuar, Deathkeeper	9.25
Crackleburr	Weathered Wayfarer	36.49
Swarmborn Giant	Gravestorm	64.69
Hunting Moa	Summon the School	63.83
Cunning Advisor	Shifting Loyalties	67.09
Deicide	Treefolk Mystic	13.22
Sunstone	Selkie Hedge-Mage	19.42
Time Stretch	Glint-Nest Crane	65.19
Noble Quarry	Coral Net	74.32
Frost Walker	Defy Gravity	33.67
Darksteel Myr	Lord of the Pit	75.49
Kill! Destroy!	Trusty Machete	43.05
Tolarian Emissary	Deprive	15.79
Tallowisp	Hurricane	38.02
Burning Cloak	Windborne Charge	67.03
Bruna, Light of Alabaster	Grave Titan	23.84
Coffin Queen	Sage of the Inward Eye	44.34
Fire Diamond	Dodecapod	59.37
Myr Incubator	Academy Rector	22.65
Metathran Elite	Undermine	92.84
Paradoxical Outcome	Spell Queller	39.01
Genju of the Realm	Gilder Bairn	42.6
Knight of Dusk	Chittering Rats	38.97
Font of Fertility	Geist Trappers	69.23
Beacon of Unrest	Snow Fortress	10.61
Skyshooter	Unified Strike	56.18
Voracious Cobra	Forest	19.12
Primeval Protector	Ensoul Artifact	26.65
Profit	Cloudblazer	82.31
Thrashing Wumpus	Rugged Prairie	34.73
Seton, Krosan Protector	Restless Apparition	69.12
Leering Emblem	Goblin Dirigible	32.2
Aven Squire	Cenn's Enlistment	58.2
Skullcage	Hagra Sharpshooter	71.08
Arcbound Overseer	Ventifact Bottle	18.83
Cinder Glade	Mantis Rider	77.98
Thief of Blood	Whirling Dervish	36.51
Angel of the Dire Hour	Treasure Hunt	58.42
Vile Redeemer	Westvale Abbey	4.2
Parallax Tide	Atarka Pummeler	66.16
Kamahl, Fist of Krosa	Feast of Flesh	90.9
City of Solitude	Ratcatcher	41.79
Villainous Wealth	Overrun	45.63
Sunforger	Emeria Angel	60.28
Battle Hymn	Seed Guardian	48.88
Eightfold Maze	Abzan Banner	49.94
Roots	Cradle to Grave	37.24
Vexing Shusher	Grinning Demon	20.95
Villainous Wealth	Elspeth, Knight-Errant	35.83
Magnetic Web	Paradise Plume	55.1
Lust for War	Sky Hussar	28.07
Monstrous Carabid	Eland Umbra	72.2
Barren Glory	Starfield of Nyx	53.32
Skeletonize	Plummet	60.28
Elite Arcanist	Spirit Loop	65.74
Nantuko Shrine	Jin-Gitaxias, Core Augur	13.46
Terrarion	Vault Skirge	22.22
Doomsday Specter	Second Wind	53.7
War Behemoth	Hoodwink	74.37
Village Elder	Weldfast Wingsmith	34.15
Covert Operative	Vedalken Blademaster	48.2
Scrapbasket	Echoing Truth	85.44
Mayael's Aria	Poison the Well	81.05
Smoldering Tar	Weapons Trainer	55.5
Empty the Catacombs	Cultivate	14.62
Simian Spirit Guide	Rite of the Serpent	91.16
Worldgorger Dragon	Ancestral Vision	31.3
Blood Baron of Vizkopa	Bloodstained Mire	54.84
Moon Sprite	Daxos the Returned	89.83
Sylvok Explorer	Eyes of the Watcher	46.19
Spearbreaker Behemoth	Overload	79.48
Rubinia Soulsinger	Adarkar Valkyrie	48.28
Vein Drinker	Circle of Protection: Artifacts	35.25
Boros Mastiff	Woodland Bellower	7.89
Carnivorous Death-Parrot	Hyena Umbra	63.49
Alpine Grizzly	Yoked Ox	32.52
Cloistered Youth	Dualcaster Mage	71.0
Sylvan Reclamation	Malicious Affliction	33.02
Song of Serenity	Rimehorn Aurochs	53.9
Price of Knowledge	Oros, the Avenger	32.32
Inventor's Goggles	Aura Extraction	64.55
Luminarch Ascension	Invoke the Firemind	27.99
Evil Twin	Howl of the Night Pack	82.01
Wojek Apothecary	Slab Hammer	34.29
Manabond	Mirror of Fate	71.85
Fury Sliver	Crimson Kobolds	48.1
Triplicate Spirits	Varchild's War-Riders	39.66
Fanatical Fever	Zhang Liao, Hero of Hefei	75.37
Prey Upon	Olivia Voldaren	12.88
Possessed Nomad	Cerebral Vortex	68.03
Kozilek's Sentinel	Diamond Faerie	33.89
Breaker of Armies	Revelsong Horn	88.71
Nagao, Bound by Honor	Enter the Infinite	13.71
Distorting Wake	Misthoof Kirin	63.7
Army of the Damned	Deadeye Navigator	47.63
Jalira, Master Polymorphist	Nezumi Ronin	89.82
Mystic Monastery	Swarm of Rats	67.64
Crater's Claws	Scourglass	42.11
Raging Goblin	Cobra Trap	50.89
Sludge Crawler	Phyrexian Vatmother	78.03
Boggart Ram-Gang	Experimental Aviator	84.24
Leonin Shikari	Boldwyr Heavyweights	34.31
Bog-Strider Ash	Goblin Wizard	29.74
Tahngarth's Rage	Plated Sliver	38.01
Ancient Stirrings	Aven Tactician	7.4
River Merfolk	Farseek	90.41
Rhystic Study	Lim-Dûl's Vault	36.73
Woolly Spider	Starstorm	18.3
Thought-Knot Seer	Stunt Double	74.71
Goblin Burrows	Midnight Banshee	78.9
Thundermaw Hellkite	Bloodshot Trainee	15.94
Isolation Cell	Slashing Tiger	64.82
Filthy Cur	Chancellor of the Dross	6.5
Hurly-Burly	Guardian of Tazeem	75.27
Bedlam Reveler	Oath of Druids	72.58
Sunfire Balm	Arbiter of Knollridge	12.07
Yavimaya Granger	Magmatic Insight	69.26
Temple of Malice	Righteous Charge	85.08
Lay Bare	Renegade Demon	26.83
Volcano Hellion	Eel Umbra	69.67
Wall of Wood	Aspect of Wolf	37.6
Fires of Yavimaya	Angel's Grace	54.75
Blossoming Defense	Swallowing Plague	82.46
Fabrication Module	Kujar Seedsculptor	70.59
Tajuru Preserver	Miscalculation	69.95
Marble Diamond	Volley of Boulders	36.2
Molten Birth	Kinsbaile Cavalier	71.36
Witch Hunter	Quiet Contemplation	45.99
Hellhole Flailer	Purphoros, God of the Forge	10.2
Valeron Outlander	Built to Smash	36.38
Red Mana Battery	Suspension Field	81.38
Mizzium Skin	Display of Dominance	43.38
Mutilate	Sun Titan	20.75
Memory Erosion	Trusty Machete	56.64
Argent Mutation	Avacyn's Judgment	16.1
Noosegraf Mob	Heartless Summoning	76.14
Spirit Mirror	Vengeful Rebirth	39.92
Docent of Perfection	Sphinx of Uthuun	69.43
Truth or Tale	Control Magic	19.72
Hoarding Dragon	Horn of Ramos	24.27
Deadly Designs	Voice of the Provinces	28.72
Water Wurm	Overmaster	17.2
Hedron Blade	Merfolk Looter	10.94
Gemstone Mine	Richard Garfield, Ph.D.	44.43
The Ultimate Nightmare of Wizards of the Coast® Customer Service	Glowrider	43.36
Workhorse	Repentance	47.62
Triumph of Ferocity	Ashling's Prerogative	54.64
Confiscate	Emrakul, the Promised End	77.09
Spined Wurm	Voyaging Satyr	11.28
Ajani's Sunstriker	Relic Crush	61.01
Tenza, Godo's Maul	Silvos, Rogue Elemental	34.7
Whipflare	Myr Enforcer	39.65
It That Betrays	Momentary Blink	63.8
Sakashima's Student	Exquisite Blood	54.8
Charnelhoard Wurm	Dolmen Gate	40.17
Wild-Field Scarecrow	Catalyst Stone	42.58
Etched Monstrosity	Squee's Embrace	38.13
Circu, Dimir Lobotomist	Wave of Terror	23.52
Pentad Prism	Marchesa's Decree	31.36
Glowrider	Demonspine Whip	39.55
Grim Haruspex	Jazal Goldmane	57.58
Tonic Peddler	Scattershot Archer	85.71
Plague Stinger	Leyline of Lifeforce	40.77
Inner-Flame Igniter	Hedron Alignment	81.15
Cloudchaser Kestrel	Jeskai Student	65.1
Iroas's Champion	Drogskol Reaver	13.73
Mind Over Matter	Turntimber Ranger	27.27
Vile Aggregate	Creakwood Liege	84.17
Wild Leotau	Tinder Wall	78.46
Wring Flesh	Apex Hawks	54.83
Fatal Mutation	Throne of Geth	18.0
Talons of Falkenrath	Jinxed Ring	74.53
Pernicious Deed	Helvault	18.08
Joraga Treespeaker	Runed Halo	42.52
Hero's Downfall	Lighthouse Chronologist	58.96
Greater Auramancy	Snow-Covered Plains	62.0
Prism Ring	Thunderous Might	47.9
Rot Farm Skeleton	Pact of Negation	9.7
Faerie Trickery	Forgotten Ancient	19.02
Kinsbaile Cavalier	Sedge Sliver	54.58
Mind Grind	Iname, Life Aspect	33.69
Brimaz, King of Oreskos	Zektar Shrine Expedition	90.79
Swamp Mosquito	Maze Rusher	60.55
Mind's Dilation	Seller of Songbirds	73.79
Boggart Ram-Gang	Grim Flowering	73.88
Time Ebb	Join the Ranks	66.03
Llanowar Dead	Sporogenesis	56.92
Soul Conduit	Rapacious One	54.03
Armageddon	Yavimaya Elder	61.78
Mwonvuli Ooze	Infuse	60.79
Deus of Calamity	Burning of Xinye	50.69
White Sun's Zenith	Altac Bloodseeker	86.56
Odric, Master Tactician	Grasp of the Hieromancer	92.46
Etched Oracle	Utvara Hellkite	62.67
Drift of the Dead	Reign of the Pit	11.72
Nivix Guildmage	Tetravus	67.17
Onyx Mage	Skyshroud Blessing	58.78
Grimgrin, Corpse-Born	Keeper of the Lens	7.57
Thorn-Thrash Viashino	Sacred Nectar	80.67
Mage-Ring Network	Lotus-Eye Mystics	32.67
Vassal Soul	Armored Pegasus	18.57
Grapeshot Catapult	Woolly Razorback	76.34
Incubator Drone	Whelming Wave	88.39
Liliana, the Last Hope	Goryo's Vengeance	60.93
Aqueous Form	Scatter to the Winds	46.36
Rakdos Augermage	Lawless Broker	80.85
Desperate Sentry	Lim-Dûl's Vault	83.69
Jeskai Windscout	Shieldmage Advocate	30.05
Sulfurous Springs	Halimar Excavator	62.17
Flowstone Surge	Hinder	21.84
Jace, the Mind Sculptor	Master of Predicaments	89.59
Fendeep Summoner	Spell Queller	18.88
Quiet Purity	Silkwrap	13.85
Dauthi Horror	Mana Leech	54.64
Quirion Dryad	Ebon Drake	5.83
Goblin Spy	Weakness	51.33
Lagonna-Band Trailblazer	Carnival of Souls	25.65
Visions of Beyond	Treasure Cruise	19.77
Glimmerpoint Stag	Necrotic Plague	62.21
Worldly Tutor	Eye Gouge	27.46
Spellshift	Azorius Guildmage	29.02
Hooded Hydra	Galvanoth	40.88
Rogue's Gloves	Benalish Emissary	32.52
Spinal Embrace	Searing Spear	64.58
Flowstone Hellion	Ancestral Vision	94.85
Death Denied	Whirler Rogue	82.8
Enrage	Tsabo's Assassin	68.52
Glen Elendra Liege	Goblin Bombardment	63.12
Djinn of Infinite Deceits	Akroma, Angel of Fury	79.3
Karador, Ghost Chieftain	Nemesis Trap	85.14
Skinshifter	Knotvine Mystic	73.91
Gruesome Slaughter	Mangara of Corondor	83.04
Contamination	Field of Souls	35.62
Sprouting Thrinax	Thought Gorger	69.98
Magister of Worth	Corrupt Official	13.3
Savage Thallid	Deepwood Elder	29.62
Restless Apparition	Seton, Krosan Protector	69.12
Child of Night	Denizen of the Deep	56.78
Gore-House Chainwalker	Command Tower	73.99
Batterskull	Razia, Boros Archangel	16.73
Inspired Sprite	Immobilizer Eldrazi	71.35
Wrath of God	Holy Strength	98.41
Booby Trap	Peacekeeper	34.17
